dbo.StokKartlari;renk_kodu;nvarchar(100);NULL;;
dbo.StokKartlari;renk_adi;nvarchar(200);NULL;;
dbo.StokKartlari;kalite_adi;nvarchar(200);NULL;;
dbo.StokKartlari;sartname_no;nvarchar(100);NULL;;
dbo.StokKartlari;sartname_adi;nvarchar(400);NULL;;
dbo.StokKartlari;rota_no;nvarchar(100);NULL;;
dbo.StokKartlari;rota_adi;nvarchar(200);NULL;;
dbo.StokKartlari;fiyat;nvarchar(100);NULL;;
dbo.StokKartlari;fiyat_tipi;nvarchar(100);NULL;;
dbo.StokKartlari;kdv_alis;nvarchar(40);NULL;;
dbo.StokKartlari;kdv_satis;nvarchar(40);NULL;;
dbo.StokKartlari;alis_doviz_tipi;nvarchar(100);NULL;;
dbo.StokKartlari;satis_doviz_tipi;nvarchar(100);NULL;;
dbo.StokKartlari;mali_fiyat;nvarchar(100);NULL;;
dbo.StokKartlari;mali_tutar;nvarchar(100);NULL;;
dbo.StokKartlari;env_mik_giren;nvarchar(100);NULL;;
dbo.StokKartlari;env_mik_cikan;nvarchar(100);NULL;;
dbo.StokKartlari;env_mik_bakiye;nvarchar(100);NULL;;
dbo.StokKartlari;asgari_stok;nvarchar(100);NULL;;
dbo.StokKartlari;min_siparis_miktar;nvarchar(100);NULL;;
dbo.StokKartlari;barkod;nvarchar(100);NULL;;
dbo.StokKartlari;aktif;bit;NULL;;
dbo.StokKartlari;meta_kaynak;bit;NULL;;
dbo.StokKartlari;olusturma_tarihi;datetime;NULL;;
dbo.StokKartlari;guncelleme_tarihi;datetime;NULL;;
dbo.StokKartlari;aski_miktar;int;NULL;;
dbo.StokKartlari;bara_miktar;int;NULL;;
dbo.StokKartlari;hat_adi;nvarchar(200);NULL;;
dbo.StokKartlari;aski_tipi;nvarchar(100);NULL;;
dbo.StokKartlari;pitch;decimal(10,2);NULL;;
dbo.StokKartlari;yonlendirme;nvarchar(400);NULL;;
dbo.StokKartlari;ozel_talimat;nvarchar(MAX);NULL;;
dbo.StokKartlari;maskeleme;nvarchar(400);NULL;;
dbo.StokKartlari;ambalaj_tipi;nvarchar(100);NULL;;
dbo.StokKartlari;kutu_ici_adet;int;NULL;;
dbo.StokKartlari;palet_kutu_adet;int;NULL;;
dbo.StokKartlari;paketleme_notu;nvarchar(MAX);NULL;;
dbo.StokKartlari;tuz_testi;bit;NULL;;
dbo.StokKartlari;lot_zorunlu;bit;NULL;;
dbo.StokKartlari;kabul_kriteri;nvarchar(MAX);NULL;;
dbo.StokKartlari;kontrol_suresi_dk;int;NULL;;
dbo.StokKartlari;numune_orani;decimal(5,2);NULL;;
dbo.StokKartlari;olcum_noktasi;int;NULL;;
dbo.StokKartlari;rota_id;bigint;NULL;;
dbo.StokKartlari_YM_Yedek;id;int;NOT NULL;IDENTITY;
dbo.StokKartlari_YM_Yedek;stok_kodu;nvarchar(100);NOT NULL;;
dbo.StokKartlari_YM_Yedek;stok_adi;nvarchar(510);NULL;;
dbo.StokKartlari_YM_Yedek;stok_tur_id;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;stok_turu;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;hesap_kodu;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;cari_unvani;nvarchar(510);NULL;;
dbo.StokKartlari_YM_Yedek;musteri_stok_kodu;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;ana_grup_no;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;ana_grup_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;birim1;nvarchar(40);NULL;;
dbo.StokKartlari_YM_Yedek;birim2;nvarchar(40);NULL;;
dbo.StokKartlari_YM_Yedek;ambar_no;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;ambar_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;raf_no;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;raf_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;depo_kodu;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;kalinlik;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;kalinlik_min;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;kalinlik_max;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;kalinlik_birim;nvarchar(40);NULL;;
dbo.StokKartlari_YM_Yedek;en;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;boy;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;yukseklik;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;cap;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;agirlik;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;brut_kg;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;net_kg;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;m2;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;delik_sayisi;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;oyuk_sayisi;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;kaplama_tipi;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;kaplama_tip_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;operasyon_no;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;operasyon_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;recete_no;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;fason_fire_orani;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;dehidrojenasyon_tip_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;lak_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;pasivasyon_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;renk_kodu;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;renk_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;kalite_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;sartname_no;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;sartname_adi;nvarchar(400);NULL;;
dbo.StokKartlari_YM_Yedek;rota_no;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;rota_adi;nvarchar(200);NULL;;
dbo.StokKartlari_YM_Yedek;fiyat;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;fiyat_tipi;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;kdv_alis;nvarchar(40);NULL;;
dbo.StokKartlari_YM_Yedek;kdv_satis;nvarchar(40);NULL;;
dbo.StokKartlari_YM_Yedek;alis_doviz_tipi;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;satis_doviz_tipi;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;mali_fiyat;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;mali_tutar;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;env_mik_giren;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;env_mik_cikan;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;env_mik_bakiye;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;asgari_stok;nvarchar(100);NULL;;
dbo.StokKartlari_YM_Yedek;min_siparis_miktar;nvarchar(100);NULL;;
